compound_id,smiles,n_confs,temperature_K,aq_psa3d,mem_psa3d,delta_psa3d,psa3d_std,psa3d_spread,bw_psa3d,norm_delta_psa,tpsa_2d,ensemble_energy,pop_lowest_pct,unique_confs,error
P.A.Me_dL.bHph.dP.dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,2098.0,298.15,109.9636,47.7879,62.1757,15.4607,62.1757,56.5931,0.059903,177.33,0.644,28.853,2098.0,
dP.bHph.Me_dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,5459.0,298.15,97.9775,30.2895,67.688,12.7891,67.688,59.4292,0.061123,177.32999999999998,0.415,59.895,5459.0,
dP.dA.meL.Me_dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3031.0,298.15,104.6459,46.912,57.7339,10.6809,57.7339,68.1545,0.057409,168.54,0.078,93.615,3031.0,
bHph.meL.dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,2293.0,298.15,78.4025,31.9795,46.423,8.6326,46.423,46.3587,0.045839,148.23000000000002,0.106,91.247,2293.0,
bHph.dL.Me_dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,2188.0,298.15,99.8491,60.9804,38.8687,7.8692,38.8687,89.0861,0.03866,148.23,0.539,8.197,2188.0,
P.A.meL.Me_dL.P.meL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,2228.0,298.15,85.3934,50.7116,34.6818,7.7402,34.6818,70.5362,0.035301,159.75,0.711,40.535,2228.0,
P.Me_dA.L.Me_dL.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,2736.0,298.15,95.7497,52.6625,43.0872,9.3812,43.0872,79.0178,0.042469,159.75,0.624,15.348,2736.0,
dA.pentyl_Gly.dL.Nle.P.Et_Gly,CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CC)CC(=O)N[C@H](C)C1=O,6378.0,298.15,118.9736,68.9052,50.0684,10.0658,50.0684,89.1851,0.06043,148.23,0.917,15.936,6378.0,
dP.Me_dA.dL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1718.0,298.15,74.08,38.5716,35.5084,6.1237,35.5084,45.8646,0.036492,168.54,0.137,80.654,1718.0,
dP.meA.Me_dL.meL.P.dL.F,CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,3234.0,298.15,78.1048,48.8587,29.2461,4.5668,29.2461,58.3723,0.029441,159.75,0.267,74.708,3234.0,
Me_dA.L.Bn_Gly.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1439.0,298.15,81.4949,36.6229,44.872,9.8166,44.872,63.3049,0.048144,139.44,0.416,57.179,1439.0,
P.bHph.dL.Me_dL.P.meL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,1791.0,298.15,73.9062,25.886,48.0202,10.9509,48.0202,41.6731,0.046528,168.54,0.508,29.011,1791.0,
meA.meL.L.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,2017.0,298.15,86.3868,43.8126,42.5742,8.9361,42.5742,73.8466,0.046165,139.44,0.55,31.751,2017.0,
bHph.dL.dL.P.meL.F,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1408.0,298.15,74.0294,42.0326,31.9968,6.7744,31.9968,52.1385,0.032478,157.02,0.142,83.153,1408.0,
P.bHph.Me_dL.dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2366.0,298.15,96.7351,41.1842,55.5509,9.6925,55.5509,68.1432,0.054715,177.32999999999998,0.339,63.517,2366.0,
dP.meA.meL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1558.0,298.15,80.3934,38.2637,42.1297,6.757,42.1297,49.9387,0.041634,150.96,0.473,44.18,1558.0,
dP.dA.L.dL.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1947.0,298.15,97.1503,50.0274,47.1229,7.5658,47.1229,70.1407,0.048812,177.33,0.091,88.317,1947.0,
meW.Me_dK.dT.Me_dF.dP.dF,C[C@H](O)[C@H]1NC(=O)[C@@H](CCCCN)N(C)C(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C1=O,1553.0,298.15,119.7934,72.2048,47.5886,9.534,47.5886,96.2478,0.045143,201.48,0.725,27.945,1553.0,
dA.meL.Me_dL.dP.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,925.0,298.15,92.7279,51.9669,40.761,5.799,40.761,68.8712,0.042543,139.44,0.755,20.573,925.0,
dP.dA.dL.meL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2516.0,298.15,118.3708,44.3921,73.9787,12.6358,73.9787,75.5855,0.078442,177.32999999999998,0.61,52.25,2516.0,
"dP.Sta(3R,4R).meL.meL.Sta(3R,4R).meL",CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H](O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H]1O,5101.0,298.15,94.8371,62.9624,31.8747,8.0972,31.8747,68.857,0.029639,179.9,0.415,51.631,5101.0,
P.meA.meL.meL.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,2265.0,298.15,93.7968,57.6466,36.1502,7.718,36.1502,79.9319,0.034932,150.96,0.557,44.578,2265.0,
P.dA.meL.dL.P.meL.F,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,2453.0,298.15,81.9646,41.5552,40.4094,9.9082,40.4094,56.5214,0.042135,168.54,0.378,63.605,2453.0,
Me_dA.Me_dL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2752.0,298.15,74.8622,28.897,45.9652,8.0617,45.9652,54.8114,0.050276,139.44,0.802,20.561,2752.0,
dP.A.Me_dL.Me_dL.dP.meL.F,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,3031.0,298.15,81.5736,33.3077,48.2659,8.9358,48.2659,52.8426,0.0478,159.75,0.685,37.481,3031.0,
dP.dA.meL.dL.P.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,3201.0,298.15,94.6789,50.2686,44.4103,8.6948,44.4103,66.2592,0.043925,168.54,0.39,59.902,3201.0,
dA.dL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,2759.0,298.15,95.3117,48.2966,47.0151,11.4146,47.0151,62.8306,0.050716,148.23000000000002,0.504,49.794,2759.0,
Me_dA.Me_dL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,1166.0,298.15,70.5089,37.0649,33.444,7.213,33.444,39.9033,0.034779,130.65,0.466,57.183,1166.0,
iBu_Gly.Me_dL.meL.L.dP.meY,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC(C)C)C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C1=O,5146.0,298.15,103.0966,72.3686,30.728,5.8928,30.728,81.694,0.0317,150.88,0.596,35.972,5146.0,
P.A.Me_dL.Bn_Gly.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3247.0,298.15,96.7164,54.513,42.2034,11.5128,42.2034,63.9563,0.045372,168.54,0.643,40.432,3247.0,
dP.Me_dA.L.bHph.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,911.0,298.15,96.6383,63.3015,33.3368,6.923,33.3368,87.202,0.032435,168.54,0.466,15.278,911.0,
meA.dL.dL.dP.meL.F,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1562.0,298.15,88.7883,46.6349,42.1534,7.1852,42.1534,71.1909,0.047178,148.23,0.261,68.963,1562.0,
dP.Me_dA.L.L.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,1743.0,298.15,83.6772,58.6144,25.0628,4.3538,25.0628,68.3438,0.025435,168.54,0.279,69.4,1743.0,
L.dP.meL.A.Mono38.F.dP.meL.A.Mono1,CC(C)C[C@@H]1NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,7015.0,298.15,150.3479,94.0865,56.2614,12.7766,56.2614,116.7642,0.039837,265.95,1.196,1.45,7015.0,
dF.cHexCH2_Gly.dL.Nle.dP.Et_Gly,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCCCC2)C(=O)[C@@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,2694.0,298.15,79.6666,53.9578,25.7088,5.4102,25.7088,67.0657,0.027525,148.23000000000002,0.68,18.647,2694.0,
dA.dL.L.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,1332.0,298.15,109.4974,55.4295,54.0679,12.1405,54.0679,71.6025,0.059603,157.02,0.528,41.932,1332.0,
dP.dA.dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,3760.0,298.15,104.482,52.1224,52.3596,10.6703,52.3596,73.9364,0.053418,186.12,0.243,67.288,3760.0,
meA.Bn_Gly.dL.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2748.0,298.15,88.714,44.5969,44.1171,9.6076,44.1171,57.5676,0.04631,148.23,0.579,40.721,2748.0,
A.meL.Me_dL.P.meL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,3006.0,298.15,76.8509,23.5395,53.3114,10.1705,53.3114,41.9234,0.057307,139.44,0.768,31.571,3006.0,
P.dA.L.dL.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,3278.0,298.15,109.4594,62.1334,47.326,10.2164,47.326,80.8863,0.047528,177.33,0.78,38.306,3278.0,
I.L.Me_dF.meA.Sar.F.meY,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC1=O,3000.0,298.15,133.5589,74.6445,58.9144,13.804,58.9144,88.6842,0.053839,188.77,0.519,11.764,3000.0,
F.Mono38.L.Nle.P.Et_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,4659.0,298.15,112.3836,80.2481,32.1355,7.3274,32.1355,101.4875,0.033209,157.46,0.945,13.486,4659.0,
dP.meA.Bn_Gly.dL.P.Bn_Gly.F,CC(C)C[C@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,2022.0,298.15,95.5031,42.7319,52.7712,9.0837,52.7712,76.9749,0.049861,159.75,0.971,48.25,2022.0,
P.dA.dL.meL.dP.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,897.0,298.15,101.0114,58.4301,42.5813,9.3022,42.5813,78.726,0.043154,168.54000000000002,0.291,63.227,897.0,
Me_dA.meL.meL.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,1349.0,298.15,72.8382,36.9805,35.8577,5.7873,35.8577,49.1938,0.039018,130.65,0.589,17.043,1349.0,
Me_dA.dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,3653.0,298.15,97.2739,49.3104,47.9635,9.9894,47.9635,65.1518,0.053808,157.02,0.669,5.375,3653.0,
dA.cHexCH2_Gly.meL.Nle.P.Mono1,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@@H](C)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@@H]2CCCN2C1=O,2582.0,298.15,139.9838,106.2695,33.7143,7.4069,33.7143,133.6413,0.033652,157.9,0.885,8.23,2582.0,
dP.A.L.L.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,2402.0,298.15,100.7927,44.8217,55.971,10.1336,55.971,74.842,0.058722,186.12,0.18,72.318,2402.0,
P.dA.dL.Bn_Gly.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2959.0,298.15,102.4391,58.4524,43.9867,8.0389,43.9867,87.1397,0.04737,177.32999999999998,0.77,34.867,2959.0,
dF.Mono38.L.Nle.dP.Mono1,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@@H](Cc2ccccc2)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,4288.0,298.15,152.3081,88.7098,63.5983,17.4113,63.5983,99.9674,0.066907,175.92,0.669,10.232,4288.0,
A.Me_dL.Me_dL.dP.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,733.0,298.15,78.6778,43.7725,34.9053,6.8316,34.9053,58.925,0.037474,139.44,0.514,17.448,733.0,
dP.A.L.dL.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,740.0,298.15,94.1283,56.8414,37.2869,10.3015,37.2869,83.9143,0.037806,177.33,0.158,41.756,740.0,
A.L.dL.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,958.0,298.15,104.3196,43.922,60.3976,9.4413,60.3976,71.4914,0.065936,157.02,0.464,32.081,958.0,
P.Me_dA.L.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1749.0,298.15,79.2159,53.0878,26.1281,6.6059,26.1281,65.653,0.025057,159.75,0.434,37.208,1749.0,
P.A.Me_dL.L.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,1645.0,298.15,104.7902,41.899,62.8912,13.1423,62.8912,57.536,0.063263,177.32999999999998,0.122,90.48,1645.0,
P.meA.Me_dL.L.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,1337.0,298.15,87.0007,37.2559,49.7448,7.0139,49.7448,53.7358,0.051254,168.54,0.11,0.067,1337.0,
dP.Pr_Gly.Me_dL.dL.P.dL.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,6647.0,298.15,100.7902,41.9664,58.8238,13.9112,58.8238,51.1899,0.058499,168.54,0.178,56.608,6647.0,
Me_dA.L.meL.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,2554.0,298.15,78.7923,35.792,43.0003,8.0018,43.0003,58.9765,0.048245,139.44,0.447,17.726,2554.0,
dP.dPye.dL.dL.dL.L,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)N2CCCC2)NC(=O)[C@H]2CCCN2C1=O,3829.0,298.15,115.4077,60.8294,54.5783,10.4745,54.5783,80.1926,0.057953,186.12,0.493,34.727,3829.0,
Ala(tBu).Tza.dP.PhPr_Gly.F.dF,CC(C)(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCCc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cscn2)NC1=O,1980.0,298.15,149.6808,87.0944,62.5864,11.1262,62.5864,104.9253,0.061201,169.91,0.433,53.904,1980.0,
A.dL.bHph.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,354.0,298.15,75.2047,35.1542,40.0505,10.1978,40.0505,46.5832,0.042771,157.02,0.386,72.72,354.0,
L.Me_dA.Me_Abu.L.dP.meY,CC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N1C,2486.0,298.15,103.9477,61.6158,42.3319,7.5824,42.3319,82.8701,0.047344,159.67000000000002,0.576,2.969,2486.0,
dP.bHph.Me_dL.dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,1565.0,298.15,48.6451,32.9781,15.667,4.4016,15.667,43.3028,0.015157,168.54,0.101,75.94,1565.0,
dP.dL.dL.dL.dL.Pye,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCC(=O)N2CCCC2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,3451.0,298.15,99.1034,46.7736,52.3298,13.5779,52.3298,62.1,0.056119,186.11999999999998,0.134,57.817,3451.0,
P.dA.dL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1072.0,298.15,97.6921,65.9785,31.7136,6.9217,31.7136,87.2021,0.031536,168.54000000000002,0.4,55.233,1072.0,
meA.Me_dL.dL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2339.0,298.15,80.0995,43.6831,36.4164,8.0044,36.4164,69.6395,0.040322,148.23,0.41,61.719,2339.0,
